gene	MII_oocyte	zygote	early_2cell	2cell	4cell	8cell	mESC
Tcea3	40.217	18.6013	4.641	0.468938	0.144153	0.902442	21.0227
Gm15292	0	0	0	0	0	0	0
Mir7038	0	0	0	0	0	0	0
Zscan21	62.5738	43.8278	38.6136	19.9615	23.5306	16.3003	5.44199
Sod3	0	0	0.0213708	0.0223206	0	0	0
Ocel1	0.0895173	0.0353797	0.0308207	0.422471	3.57988	1.60887	7.24448
Wdr53	17.282	35.954	12.9926	16.3073	27.7234	19.302	11.3989
Fpr-rs6	0	0	0	0	0	0	0
Agpat4	0.0376226	0.0263961	0.253901	0.0721996	1.35613	1.11707	2.15908
Slc3a1	7.22429e-133	0.0227963	0.0209982	0.238914	0.154004	0.0187011	1.13388e-101
6030408B16Rik	0	0.0255236	0.46887	0.419348	0.599195	0.400606	0
Ttl	0.285147	0.448349	0.520321	0.777999	2.74448	7.47372	0.759315
Abhd8	0	0	0.243088	0.276771	0.45194	0.23798	0.499281
Ube2d1	13.9571	10.4439	19.184	0.133247	1.26793	1.28456	6.20282
Tubb4a	0.188662	0.13301	0.485482	0.162577	0	0	0.125574
Ces2h	0	0	0	0	0	0	0
AI467606	0	0.0525402	0	0	0.498853	0.576572	1.77851
Suz12	35.7864	58.0833	35.2179	104.391	40.9795	47.5073	29.7346
Rgn	17.758	47.768	29.3168	11.5951	11.4933	11.1012	0
Dnajc4	0.444204	2.06278	2.7165	15.1351	9.08804	7.14664	5.16329
5330413P13Rik	0	0.0129895	0	0	0	0	0
Gm13986	0.114972	0.0682083	0.143913	0.0126447	0	0	0.0389638
Mff	56.326	271.825	375.49	31.3086	12.4734	10.9152	39.3011
Magea8	0.0139152	0.0313615	0.143678	0.596664	1.76036	2.85736	0
Pdss1	5.24849	4.53295	4.75125	7.74923	12.0492	10.979	7.68417
Gm20740	0.357767	0.451945	0.285872	0.0927187	0	0	0
Mtor	6.60645	1.46495	2.06879	2.43959	2.17947	1.57207	1.53291
Arl11	0	0.142045	0	0	0	0	0
Gpr124	0.0116516	0	0.0220573	0.101254	0.114028	0.0134623	0
C8g	0.890285	1.04345	1.66104	0.193214	0	0	0.45206
Aimp2	8.24634	16.4008	28.5674	132.8	167.551	91.2465	70.3322
Noa1	2.69413	1.40986	2.04034	17.0545	27.0086	11.1204	4.84395
Asic4	0	0.0182825	0	0.0168444	0	0	0
Wfdc16	0	0	0	0	0	0	0
Ino80	3.54448	2.68341	2.16024	7.67397	7.19615	4.82431	2.19482
Blm	15.8245	13.5717	10.9535	5.20081	3.37957	3.21852	7.64688
Vmn1r95	0.0256791	0	0.0778312	0	0	0.00318307	0
Tmf1	11.2069	22.5171	10.698	14.488	4.94513	4.02867	9.62181
Panx1	9.01334	3.723	1.55581	0.87866	1.21025	1.0392	1.2223
Nrbp1	38.1465	27.3231	35.6506	40.4583	98.514	140.222	3.27319
Snord110	0	0	0	0	0	0	0
Armcx5	49.0836	53.1073	51.7319	25.3229	9.81296	4.32271	1.58781
Emc10	2.64835	2.97532	2.07585	3.20677	10.3556	16.94	6.38458
Olfr1219	0	0	0	0	0	0	0
Olfr368	0	0	0	0	0	0	0
Vmn2r51	9.10319	11.7171	8.74118	1.59449	0.219242	0.105464	0
C230029M16	0	0	0.109469	0.114694	0.0233874	0	0
Mir6393	0	0	0	0	0	0	0
Rnu11	0	0	0	0	0	0	0
Rps20	1.72928	3.21252	3.47147	90.9855	250.073	367.612	691.926
Bpifb5	0	0	0	0	0	0	0
Zdhhc1	0	0	0.0425314	0.155492	0.0815945	0	0.480717
Gm3002	0	0.00177032	0	0	0	0.00178353	0.0815014
4930453N24Rik	26.9192	75.6588	95.3388	162.538	152.322	99.2782	26.2704
5730457N03Rik	0.0232	0.0329269	0.0144563	0	0.14867	0.0131074	0.0468921
Syt14	0.152411	0.259297	0.330361	0.107931	0.0197301	0.0466686	0.248796
Mir3075	0	0	0	0	0	0	0
Pi4k2b	0.0218732	0.0155381	1.06658	8.27629	11.098	8.21281	3.10332
Gprc5c	11.8618	5.4039	4.97028	6.24962	17.1193	13.5057	0.0337257
Nup62	110.431	43.5939	58.5726	32.0223	53.6012	23.5243	28.1324
Bco2	0.682829	0.240193	0.147171	0.087866	0.0537889	0.207841	0.135811
4930428O21Rik	0.0420389	0.0293928	0.128351	0	0.0654476	0	0
Tas2r109	0	0	0	0.216644	0	0	0
Cybrd1	0	0.0177281	0.126234	0.0165356	0.00630498	0.0714403	0.0254385
Psmg1	42.5503	30.5306	40.0919	12.2394	23.0312	39.7102	94.6004
Adamtsl5	0	0.0132775	0	0.0615375	0.150322	0.75132	0.303501
Amdhd1	0.057187	0.181839	0.0708535	0	0	0	0.057335
Ptgis	1.46027	1.83824	1.19781	3.34009	14.7191	39.0687	5.66317
Clmn	0.0788721	0.0529948	0.00333563	0.102295	0.279677	0.140394	0.229292
Mmp13	0.0255461	0	0	0	0	0	0
Fosl1	0.12924	0.0601924	0.222936	0.0280403	0	0	0
Zfp512	0.465951	2.14707	1.73496	0.720541	1.30413	0.87478	3.41351
Rusc2	2.8562	0.661284	0.574893	0.482612	1.3773	0.487701	0.201304
Polr3d	7.58761	6.24703	4.42726	19.8012	45.21	17.1654	5.99073
Ddx43	0	0.201443	0.725391	3.38462	2.20929	1.07682	0.823941
Creb1	0.146604	0.375094	0.388432	1.97074	1.51383	1.44211	3.73052
Ulk3	0	0.0681479	0	0.0314444	0.211412	0.108413	0.436484
Gspt2	31.2123	56.5225	18.4891	1.87093	5.34688	4.10601	2.72127
Rcor2	0.388858	0.298157	0.173927	2.45146	3.5301	1.73725	2.87766
Gm13040	0.0671902	0.156424805666667	14.6719866666667	4.56671	0.608715281666667	0.331372114333333	0.02262638
Gm6567	0.270552	0.404575	0.229164	0.130625	0.053307	0	0
Olfr1465	0	0	0	0	0	0	0
Nfkb1	1.57527	0.261215	0.519685	0.274524	0.0128905	0	2.99115
Gm15107	0.444177	0.115575	0.344725	0.165855	0.0726713	0.0971018	1.71167e-09
Spaca4	0	0	0	0	0	0.0666733	0
Axin1	2.694	2.93802	4.21746	9.14939	7.70002	4.50476	2.01836
Cgn	21.4172	13.2568	17.3697	6.66306	5.6123	10.7874	1.12661
Slc10a7	2.52448	2.83382	2.69684	1.02044	0.430134	1.59727	4.74008
Tmem207	0	0	0	0	0	0	0
Hoxa13	0	0.0413106	0	0	0	0.0632636	0
Sncg	0	0	0.153198	0	0	0	1.43262
Sept7	16.4438	22.5904	16.4852	29.1688	15.1281	15.7833	40.424
Gm5478	0	0	0	0	0	0	0
Dvl2	7.25547	1.94532	2.78486	0.754962	2.01158	1.17156	2.74743
AU015791	0	0	0	0	0	0	0
Grk4	0.402768	0.46749	0.545958	1.5867	0.671695	0.377325	0.057671
Vamp7	12.3868	31.1336	12.6513	2.80041	4.94375	13.7964	9.49661
Ptgr2	0.0216383	0.179592	0.247731	1.40398	1.5242	1.56866	3.74975
Snhg3	0.411248	0.44733	1.96611	110.335	60.236	26.9294	375.603
Mettl23	0.325906	2.65264	1.71898	8.98839	7.36587	5.13682	5.76014
1700072B07Rik	0	0	0	0	0	0	0
Carm1	1.33899	1.55617	2.52808	2.48851	2.77142	3.13542	1.10714
2810428I15Rik	1.16664	1.59274	0.53893	12.2951	21.2092	20.6996	52.5003
Zfp651	0.0401781	0.0648278	0.0507965	0.0807988	0	0.00582102	0.0621182
Gsr	0.792926	0.724677	0.937934	7.14563	16.6781	14.0549	31.4771
Tinag	0	0	0	0	0	0	0
Cd109	0	0	0.00689641	0	0.0267481	0	0.0224813
1700101I11Rik	0	0	0	0	0	0	0.209698
Otop3	0	0.0403902	0.0354106	0	0	0	0
BC021891	0.326946	0.153459	0.327388	0.150826	0.0827985	0.175982	0.0231974
Traip	23.1735	11.2346	10.1579	16.331	17.6433	13.4173	5.2022
Olfr91	0	0	0	0	0	0	0
Kctd12b	0.0135197	0.116019	0.0681101	0.144134	0.0109936	0.00778201	0.0277241
Plb1	0	0.0303645	0.00840709	1.583	0.177379	0.608601	0
Mbtd1	34.3389	39.9647	23.5659	42.5333	8.79671	6.48219	9.07804
Ly6k	0	0	0.0708835	0.846374	0.262253	0.17912	1.55217
Nop2	0.130579	0.924493	3.39037	40.2098	89.051	56.8732	10.0912
Olfr1234	0	0	0	0	0	0	0
B3gnt4	30.9411	5.92384	7.85953	1.16214	1.00219	0.750655	1.56902e-09
Ptpn4	0.0827536	0.128193	0.0347313	0.817523	0.269051	0.261845	1.27222
BC026585	0	0	0.182704	1.65408	2.26415	1.7693	0.350518
Zfp202	0	0.0363308	0.191759	0.202458	0.23348	0.184476	0.207855
Mir708	0	0	0	0	0	0	0
Carkd	2.1174	1.68649	0.287726	5.40581	12.0909	12.6124	7.58251
Gpr162	0	0	0	0.0166753	0	0	0
4933413J09Rik	0.137688	0.0839844	0.258376	0.0907789	0.142578	0.0447529	0
Ifna11	0	0	0	0	0	0	0
Dbil5	0.21472	0	0.331765	2.97404	1.19546	1.42207	1.35251
Gm2913	0	4.24581e-06	0.00664051	4.51304e-06	0.00759035	0	1.38984e-05
Clca4b	0	0	0	0	0	0	0
Gprin1	0	0.0338705	0.0596115	0.0209945	0	0.0453186	0.0323228
Mir200a	0	0	0	0	0	0	0
Slc35e2	0.57507	0.316851	0.528379	6.22245	8.9375	4.04448	1.69398
Adamts13	0.0144737	0	0.00910473	0	0	0.080531	0
Vmn2r35	0.0132685	0	0	0	0	0	0
Xpo7	1.99981	1.45279	1.57819	1.29334	1.01333	1.22553	1.47772
Git2	25.7733	8.74889	8.049	3.31636	6.52959	1.92609	1.50453
Gem	1.08429	0.349588	1.51224	0	0.0245213	0	0
Mir376a	0	0	0	0	0	0	0
Aldh1b1	0	0.0213718	0.337099	0	0	0	0.121156
4930440I19Rik	0	0	0	0.0486428	0	0	0
Inha	0	0	0	0	0	0	0
Scml2	52.9116	52.9963	41.0347	10.1322	1.07454	0.357454	0.0849013
1700057H15Rik	0	0	0	0	0	0	0
2410004P03Rik	0.0830307	0.0290343	0.321417	0.343069	0	0.353762	0.408501
Robo3	0.425632	0.147255	0.0518655	0.0365808	0.011161	0.0552991	0
Sgpl1	0	0.0340276	0.119773	0.991251	1.76375	2.64045	3.47441
Rgs9	0.193999	0.72494	0.227573	0.167378	0.0288737	0	0.0171504
Ly96	0.195496	1.58666	1.33272	6.74071	11.1374	17.5423	0.363125
Susd1	0	0	0	0.120167	0.244681	0.138212	0.0411532
Dnajc10	11.7323	3.90318	1.66639	2.91944	2.56843	4.73532	5.18919
A730085K08Rik	0	0	0	0	0	0	0
Mir6412	0	0	0	0	0	0	0
Ndufb4	0.493827	1.10075	1.66368	1.76713	4.43596	6.58447	68.2833
Zfa-ps	0	0.0277041	0.0304415	0.205379	0.274399	0.686626	0.0791129
Olfr159	0	0	0	0	0	0	0
Rps6kl1	0	0	0.0505406	0.141407	0.129708	0.190321	0.600173
Olfr348	0	0	0	0	0	0	0
Bbip1	11.8299	10.3297	8.72427	6.22231	4.38774	4.87471	11.7773
Dnaic2	0.0708143	0.0334906	0	0.0309178	0.0188961	0.0799548	0
Tigd5	0.0135017	0.0289665	0.00850261	0.0539799	0	0.0233158	0.27688
Pdhx	173.558	113.832	77.7142	13.2724	16.5365	26.334	10.8449
Grin2a	0.0288526	0	0.0816809	0	0	0	0
Mapk8	16.1243	23.3424	10.1301	16.5195	2.35534	0.75385	1.972
Mgat1	8.30292	4.81712	6.3176	0.946892	0.437027	0.138494	0.551508
Nt5e	0.0185152	0.013188	0	0	0.179267	0	0.113055
Terf2	6.57463	5.59795	1.76807	1.52219	1.73434	1.85557	5.68831
Mtus1	177.836	94.6724	128.957	65.0848	25.1055	16.0693	2.9285
Tgfb2	154.365	148.903	102.392	27.3182	2.03175	0.268655	0
Pcgf5	1.35045	1.52918	4.93643	69.6922	46.9769	71.9919	2.0418
Rbm42	46.3273	25.4105	26.4535	75.0141	209.684	113.887	13.9081
Celsr3	0.0162277	0.00778703	0.0274955	0.0584874	0.169293	0.0189808	0.0449179
C030016D13Rik	0.0264334	0.0187099	0.0820672	0.0344573	0.0210687	0	0
Elof1	130.444	142.397	178.055	155.432	253.778	207.596	25.1979
Fam136a	1.06548	0.581068	0.929255	9.71294	19.4738	24.5903	104.516
Cln8	0.00991692	0.0497861	0.194363	2.46684	8.51519	11.6838	1.75844
1110034G24Rik	3.56237	1.7198	2.8087	5.00282	4.91281	6.72334	7.10932
Ncoa3	34.6068	21.3384	25.0105	29.9925	35.4478	31.1702	7.004
Gm4307	0.8335105	0.297913	18.5162	3.19243	0.0820254	0.081845	0.276007
Cyp1b1	0.742738	0.369378	0.23807	0.0588111	0.0205031	0	0
Mrgprx2	0	0	0	0	0	0.00820047	0
Thoc6	14.5105	7.77175	12.3591	8.34756	16.7868	20.0486	18.195
Tecpr2	0.258448	0.116779	0.381122	1.72797	1.55563	1.31242	0.50424
Bai2	0.0258746	0	0	0	0	0.00745242	0.0796691
Rhbdd2	5.82262	3.78693	2.2283	1.17726	1.47537	0.800623	1.09068
Hhat	10.8782	3.15788	1.98233	0.125351	0	0.189082	0.0966653
Olfr699	0	0	0.107058	0	0	0	0
Olfr1425	0	0	0.0546568	0	0	0	0
Amy2b	0	0	0	0	0	0	0
Zfp518b	0.0373177	0.147299	0.0944515	0.916384	1.00823	1.22589	2.69517
Spata25	0	0	0	0.0693535	0	0.587324	0
4921525O09Rik	0	0	0.0383035	0	0	0	0.0414611
Klf6	0.775524	0.75305	0.536039	0.875452	0.0880127	0.160083	4.40791
Synj2bp	0.704835	0.931817	1.1131	1.16307	1.69026	1.88962	2.42393
4933416M06Rik	0	0	0	0	0	0	0
2310005E17Rik	0	0.0466526	0	0	0	0	0
Zfp790	0.891706	2.92919	3.24842	1.25115	2.52876	1.38924	0.782062
Psmb6	99.9657	60.1874	90.0046	67.2359	189.31	268.082	408.609
Slc36a4	0	0	0	0	0	0	0.073295
Rsrc2	17.125	21.854	15.8297	118.975	107.212	66.4436	44.5264
Esyt2	16.487	5.99764	2.45927	5.6293	2.08113	2.81446	2.05136
Ccdc67	0	0.0158185	0.0416812	0	0	0.0126069	0
Nkain4	0	0	0	0	0	0	1.1867
Hook2	15.5072	5.37684	6.47547	3.28025	3.96773	3.75172	5.16483
Gm10354	0	0.149479	0.876556	4.71087	0.946422	0.194895	0
1700120K04Rik	0	0	0	1.04098	0	0.578941	0
Fam118a	83.0998	46.7201	38.1115	35.2574	44.2601	42.6616	5.21332
Mir7069	0	0	0	0	0	0	0
Btnl9	0	0	0.0347622	0	0.0668838	0	0
Zbtb21	12.9993	15.3092	13.6214	4.98146	3.61257	1.7499	2.37147
Rfx2	3.93845	3.05404	5.80269	4.79763	2.70744	1.29703	1.36553
Fam71f2	0	0	0	0.0418754	0.0515267	0	0
Map4	117.058	51.032	42.223	17.5629	16.0163	16.1617	5.64938
Six4	0	0.165173	0.349287	0.231277	0.225723	0.459722	0.403162
1700123O21Rik	0	0	0	0	0	0.142587	0
Gm5082	1.35404	0.371834	0.312243	0.0665676	0.0408648	0	0
Mir471	0	0	0	0	0	0	0
Lztr1	0	0.337926	0.161927	2.23032	8.7316	5.5496	1.53293
Olfr1252	0	0	0	0	0	0	0
Blzf1	16.6917	25.7653	18.645	3.75255	10.5286	11.2915	2.97714
Sfxn1	0.531884	0.257147	0.300977	0.31636	2.84251	3.46297	30.9606
Abhd13	11.8485	6.55293	3.35911	3.76377	1.83498	1.43144	3.68616
Nhlrc2	8.5584	3.55313	3.51401	2.29288	1.54182	1.22396	3.41139
Xkr5	0	0.0339152	0.0148865	0	0	0	0.62736
Gm11517	0	0.199845	2.62741	504.533	1170.33	1896.76	0
Olfr1077-ps1	0	0	0	0	0	0	0
Fbxl2	3.27748	4.45228	4.34483	0.508105	0.567296	0.313084	0.495838
Bin1	0.0332647	0	0.143527	0.0857348	0.183671	0.214316	0.132489
Pkib	0.960554	0.791981	0.812343	0.0391051	0	0.0141675	0
Stxbp4	5.08042	4.11097	3.1623	0.877248	0.330591	0.0739803	0.394842
Mir6940	0	0	0	0	0	0	0
Fcgr1	0.0265024	0.131304	0.312647	0	0.14785	0.863007	0
Ifit1	1.31042	0.477726	1.35417	0.0423168	0.010349	0	0
Gm4262	0	0	0	0.0923083	0.0847861	0.0198426	0
Rap2b	3.61686	4.4855	3.61444	0.517538	0.277994	1.06358	5.1311
Pvrl2	2.45045	0.769478	1.09778	1.28347	1.6764	7.10947	3.46934
Lamb1	213.31	25.9968	10.4543	3.72752	2.25548	3.15118	0.753715
Dpys	0.663483	4.08561	3.00213	0.097623	0.0792091	0.111322	6.33291
E2f6	0.17083	0.261569	0.441022	0.851349	4.10377	2.34124	3.28345
Caskin2	5.64815	1.68021	2.80323	1.79404	1.40753	0.822308	0.591601
Mir99b	0	0	0	0	0	0	0
Mir3471-1	0	0	0	0	0	0	0
Elk3	1.49803	1.85255	3.08614	0.112819	0.100169	0.0882436	0.748131
Mrps18b	11.8368	34.486	26.1942	61.427	170.599	298.511	93.0383
Epha8	0	0	0	0	0	0.0316899	0.0282276
Pja2	6.20461	3.62151	2.72882	0.392767	0.762325	0.744172	2.62626
Kctd14	0	0.0422108	0.167799	0.251865	0.215032	0.201719	0
Slc6a11	0.032262	0	0	0	0	0	0
Ace3	0	0	0	0	0	0	0
Umad1	15.4453	27.2031	18.5791	3.47396	1.86699	0.413517	0.516545
1810008I18Rik	0	0.490708	0.333232	0	0	0.0691044	0
1700034K08Rik	5.98752	3.87753	2.37356	0.383708	0	0.0805377	0
Tmc3	0.317707	0.388984	0.0190207	0	0	0	0
Olfr1532-ps1	0	0	0	0	0	0	0
Myl10	0	0	0	0	0	0	0
Toe1	0.141897	0.822719	0.96386	9.41512	22.8985	19.0358	12.1603
Pm20d2	0	0	0.0218305	0.0616739	0.103456	0.0133253	0.118577
E2f7	0.164412	0.0252304	0.140787	1.97797	1.12998	0.271327	1.30393
Olfr175-ps1	0	0	0	0	0	0	0
Gm9999	0.662757	1.76186	2.26255	0.216861	0	0	0
Ces1a	0	0	0	0	0	0	0
Cd34	0	0	0	0	0	0	0.112437
Napg	4.23664	6.644	6.05605	4.50896	8.12288	7.45496	3.29881
Itch	5.40481	5.92618	7.33788	6.95935	10.5895	15.9521	3.67816
D930048N14Rik	0	0.0276258	0	0.089604	0.109454	0.176704	1.65674
Rnaset2a	0.000915768	7.7669e-06	0.0244369	3.25922	6.95554	0.0011562	1.45111e-05
Wdr70	14.8393	8.76387	6.41199	5.57508	4.47201	4.71502	5.57995
Esrrb	2.6645	1.32383	0.538462	3.19679	3.49844	10.7556	27.9362
Spr	0.130336	0.335663	0.116515	0.159463	3.5301	4.80649	8.0601
Ankmy2	0.452186	1.07866	2.55705	13.2585	25.428	24.9788	7.20055
Paics	47.2244	36.9898	24.1985	53.7226	102.397	170.856	155.536
Clhc1	24.9569	28.7018	15.5143	5.73758	21.0195	9.85016	4.75643
A330093E20Rik	8.03996	20.1556	10.4048	1.86056	0.588862	0	0
Zfp13	0	0.0232087	0	0.4037	0.442158	0.237645	0.656661
Col9a1	0	0	0.0270907	0	0	0	0
Hoxc9	0	0	0	0	0	0	0
Olfr1065	0	0	0	0	0	0	0
Pcid2	109.859	61.0583	68.6202	5.73394	12.4068	17.0801	3.22965
Tbxas1	0	0	0	0	0	0	0.143213
Nutf2-ps1	44.7588	51.7145	64.2967	51.2455	84.5813	97.4961	370.088
Umps	1.55989	3.8891	1.92308	20.5705	53.5605	31.5659	23.71
Dgke	3.2322	0.966184	2.7329	15.0391	13.3111	4.13997	0.992103
Plp2	0.631737	1.15745	1.08433	6.8732	3.25667	28.6982	38.8924
Tnfaip8l2	0	0.150143	0.693378	28.8747	39.259	3.36539	0.275925
Ankle2	17.217	13.1016	10.0181	7.03498	11.5955	8.22609	2.83047
Zfp319	6.78201	2.18678	2.01447	1.59882	0.917799	0.374822	0.260832
Krtap6-5	0	0	0	0	0	0	0
Cxcl14	0.158833	1.11256	2.79535	0.0506264	0.0310179	0.0217492	0
Fbxw19	246.168	179.311	110.845	32.8394	8.33926	2.27066	0
Rpl10a	0.452457	1.1988	7.38495	50.3524	140.853	202.293	214.743
Olfr518	0	0	0	0	0	0	0
Qtrtd1	7.03532	12.1615	4.83646	4.15538	6.27263	7.63818	12.187
AI646519	0	0	0.0764485	0	0	0	0.238323
Slc30a9	0.370848	0.111131	0.0854768	0.437647	0.361648	0.133264	2.49904
Ccdc15	9.84816	11.3171	7.56871	1.98924	0.652982	0.504216	0.383079
Prl8a6	0	0	0	0	0	0	0
Angel1	32.019	10.7734	16.6355	5.20071	0.857803	0.469464	0.907363
Sp140	0.551618	0.256511	3.73717	11.3982	18.1591	13.2982	0.0287321
2900052N01Rik	0	0	0	0	0	0	0
Tpbpb	0	0	0.240179	0	0	0.0666733	0
Cd180	2.54395	2.11256	1.05529	0.310278	0	0	0
Cdkl1	0.305013	0.152146	0.106256	0.138004	0	0.0710901	0
Loxhd1	0.0193178	0	0.0671921	0.181414	0.0790191	0.0728229	0
Spock1	0.319438	0.384486	0.332856	0	0.0113007	0.0364124	0.0284992
5730435O14Rik	0	0	0	0	0	0	0
Tmem178	0	0.0908478	0.0528752	0.027473	0	0	0.170178
Adprh	30.3413	13.9879	27.0608	4.75074	13.0033	14.8772	16.7499
Dap	2.7133	1.56375	1.48605	0.544465	0.432426	8.59403	1.88766
Nmur2	0	0	0	0	0	0	0.0414072
Ift140	2.41884	0.957611	1.4088	0.583888	0.730308	0.210813	0.591082
Dtwd1	20.3185	7.1594	3.82552	0.752663	3.78699	3.83598	20.4843
Tat	0.321165	0.515521	0.578412	0.0378827	1.59894	5.23514	0
Myl12b	46.2956	18.4223	29.5813	19.6428	53.799	48.4764	108.303
Bbs2	4.19603	2.99455	2.32955	20.1752	8.20417	4.83448	5.60996
Gabra3	5.15736	3.6379	4.19937	1.82893	0.343615	0.323799	0
Lamc3	0	0	0	1.23614	0.282179	0.193704	0
Acp6	19.4176	11.9527	12.1676	1.13625	0.356274	0.544692	13.008
Lrfn1	0	0.0594602	0	0.0173076	0.304022	0.119283	0.083581
Gpr119	0	0	0	0	0	0	0
C130083M11Rik	0.273746	0.192575	0.252839	0.154091	0.161711	0.0189344	0.0680505
Nupr1l	0.181006	0.114156	0.192454	2.05817	1.45784	0.628841	0.593001
Eapp	25.1638	19.2455	7.60259	55.9279	61.2121	77.2765	45.7121
Abcd1	0.313298	0.222966	0.502226	1.70438	1.75079	2.65126	0
Ndufaf6	2.3944	1.26138	0.227312	4.21898	7.13906	12.5798	11.7073
Josd2	8.47347	1.49322	1.41512	10.3235	14.8288	7.22551	4.81731
Olfr1238	0	0	0	0	0	0	0
Cxcr1	0	0	0	0	0	0	0
Zfp799	0	0.0968468	0	0	0.100929	0	1.33807
Prmt8	0	0	0	0	0	0	0.0575421
Tacc2	27.0695	10.3791	11.8768	5.55899	1.89357	0.960142	3.78077
Pfdn5	114.9	76.7111	81.4437	90.2302	144.743	148.123	150.878
Grina	14.4685	41.8461	60.0431	9.02905	4.55627	1.13445	0.852596
Pim2	12.3558	8.34544	11.1587	11.6765	3.25937	8.52243	1.59064
Tmem74	41.4742	33.6878	24.6032	6.38574	0.989711	0	0
Olfr532	0	0	0	0	0	0	0
2010002M12Rik	96.8138	182.438	123.52	2.01748	0.311063	0.0563264	0
Slc7a6os	54.1566	34.4921	31.2585	40.9818	26.38	15.0094	7.20419
Utp14a	6.25425	4.57344	1.37588	25.4597	23.2171	28.4157	9.81745
Arf5	25.0655	8.28719	17.3446	7.48746	1.64352	1.84013	3.46903
Olfr1434	0	0	0	0	0	0	0
Dicer1	42.793	19.7958	15.1672	10.7398	6.65692	6.23084	2.98377
Coa7	0.5183	1.16994	0.997854	10.4925	13.7967	25.6048	13.0404
Lyplal1	48.839	68.6048	83.4121	6.97789	1.17062	0.946582	8.78113
Rbfa	0.75577	1.48528	2.16394	6.11409	32.1252	34.2262	13.5179
Cpeb1	108.41	70.3587	32.0616	7.19701	3.66174	0.941875	0.219812
Srpr	2.22355	6.36962	9.29827	32.951	78.3048	64.8389	9.27014
Krt80	1.27331	0.344883	0.928966	0.0522503	0	0.0224408	0
Atxn2l	152.692	62.7136	65.8593	36.7834	24.1934	11.6356	4.01902
A630076J17Rik	0	0	0	0	0	0	0
2810404M03Rik	0.127738	0.13172	0.076231	0	0	0	0
March1	0	0	0	0	0.0269901	0.0190826	0.158316
Zc3h13	18.9979	9.7363	4.92119	7.63641	8.24043	6.3847	3.1899
Kcnv2	0.0381688	0.100147	0.1684	0.263164	0.642235	0.30806	0.0261216
Olfr722	0	0	0	0	0	0	0
E230016K23Rik	2.97432	4.23515	8.33336	0.383428	0	0.0366496	0
Ap2s1	32.4714	35.9756	63.3901	10.1488	35.9489	65.5271	41.4366
4930429D17Rik	0.548392	0.254887	0.222378	0.0288467	0	0	0
Cnksr2	0.201942	0.263687	0.374701	0.381004	0.0968426	0	0.0976791
1700001C19Rik	0	0	0.0348694	1.07746	0.283446	0.446288	0.111616
Mlana	0	0	0	0	0	0.123591	0.484069
Atr	2.71466	2.0064	2.5432	0.747564	0.969226	1.85329	1.19742
Hist1h1t	0	0	0	0	0	0	0
Polr2e	14.0255	11.9028	19.5075	134.252	242.7	263.187	106.393
Dscam	2.51833	0.845319	1.38911	0.461145	0.0624784	0.0295413	0
Csn2	0	0	0	0	0	0	0
Msln	0	0	0	0.0215114	0.237009	0.037012	0.199465
Cldn7	0.836268	0.370754	0.572821	5.94088	37.293	82.4979	1.28861
Msh5	0.354213	0.0180923	0.12702	1.53554	1.1214	0.0799845	0
Pot1b	0.702363	1.18941	0.392134	0.939769	0.857086	0.637896	0.386097
Spcs1	17.1352	46.5221	48.1623	46.259	79.9195	94.467	102.002
Zfp936	15.2066	29.9541	29.1106	62.7814	43.4172	28.2183	8.14411
Irf9	0	0.125724	1.10192	2.34723	9.77115	9.09367	2.02028
Arhgef12	3.01089	4.427	4.61372	11.856	6.9145	4.33265	1.00988
Gucy1b2	0	0.0543418	0	0.0166859	0	0	0
Apof	0	0	0	0.28549	0.116566	0.347675	0
Heatr2	28.9908	9.59324	15.5375	9.14571	5.58581	4.06633	0.902793
Stox1	0.129987	0.30785	1.40629	2.4342	0.434872	0.58924	0.131665
Zfyve20	8.78971	3.53708	4.47118	27.161	32.8787	25.6645	2.76617
Mmp1a	0	0	0	0	0	0	0
Gm561	76.2741	20.5819	33.5845	71.6679	74.3512	39.5728	74.1384
Tmem45a	0	0	0	0	0	0	0.764724
Pdia4	16.8945	23.9591	18.0529	28.8164	23.9439	17.8799	14.5153
Tmem231	6.07594	10.3526	13.4446	16.6506	24.1466	11.0748	2.1803
Slc7a11	16.3904	17.9104	10.9902	0.927844	0.207177	0.246377	0.162322
Ttc1	22.6392	71.6396	43.9899	222.277	167.967	182.021	29.8527
Tusc5	0	0.0293971	0	0	0	0	0.0419386
Gm21293	NA	0.484769	77.763	31.0122	1.59961	0.271164	3.73932
Smok4a	0.0751174	0.0424141	0.130093	0.0324417	0	0	0.0200403
E430018J23Rik	0	0	0	0	0.179845	0.252843	0.389184
Cox16	0.714063	2.48363	2.12909	3.23053	4.15262	5.8316	7.08501
Pias3	0.552712	0.391885	0.659598	3.13865	2.5627	1.06167	1.88639
Mir7678	0	0	0	0	0	0	0
Anpep	0.0194435	0.0691948	0.0243303	0.230837	1.91118	5.51007	0.276638
3110009E18Rik	143.495	40.2313	32.6496	4.71374	1.94157	3.71321	32.3
Mir294	0	0	0	0	0	0	0
Mir7070	0	0	0	0	0	0	0
Gtpbp2	0.299868	0.556621	0.761926	0.317534	1.1089	0.247677	0.559581
Slc25a35	6.06746	7.80587	5.09819	0.556212	0.278819	0.412735	0.547716
Egr1	5.14609	2.62892	4.94653	1.51021	0.351524	0.0744165	0.620853
